Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Total embarked,Total disembarked,Year of arrival at port of disembarkation,Percent men,Percent women,Percent children,Slaves died during middle passage,Mortality rate,Slaves outcome label
15242,Good Hope,London,"West Central Africa and St. Helena, port unspecified",279,242,1683,,,,,,Slaves disembarked in Americas
15243,Alexander,London,Whydah,396,301,1683,,,,,,Slaves disembarked in Americas
15244,Owner's Goodwill,London,Calabar,197,137,1683,,,,,,Slaves disembarked in Americas
15245,Charles,London,"Africa., port unspecified",110,88,1685,,,,,,Slaves disembarked in Americas
15246,Loyall Factor,London,"West Central Africa and St. Helena, port unspecified",324,281,1687,,,,,,Slaves disembarked in Americas
15247,Alexander,London,Whydah,388,295,1687,,,,,,Slaves disembarked in Americas
15248,Jeffrey,London,Whydah,368,280,1687,,,,,,Slaves disembarked in Americas
15249,Robert,London,Calabar,154,107,1687,,,,,,Slaves disembarked in Americas
15250,Anne,London,"West Central Africa and St. Helena, port unspecified",473,410,1687,,,,,,Slaves disembarked in Americas
15251,East India Merchant,London,Whydah,525,399,1687,,,,,,Slaves disembarked in Americas
15252,Lucy,London,New Calabar,197,137,1687,,,,,,Slaves disembarked in Americas
15253,Hawke,London,Calabar,293,203,1688,,,,,,Slaves disembarked in Americas
15254,Loyall Factors,London,"Africa., port unspecified",358,287,1688,,,,,,Slaves disembarked in Americas
15255,African,London,"Africa., port unspecified",252,202,1688,,,,,,Slaves disembarked in Americas
15257,Bonaventure,London,"Africa., port unspecified",587,470,1688,,,,,,Slaves disembarked in Americas
15262,Hare,London,Whydah,360,293,1687,,,,67,0.19,Slaves disembarked in Americas
15263,Dragon,London,Ardra,360,345,1687,,,,15,0.04,Slaves disembarked in Americas
15265,Oxford,London,"West Central Africa and St. Helena, port unspecified",40,35,1687,,,,,,Slaves disembarked in Americas
15266,Coast Frigate,London,Whydah,598,288,1693,0.61458,0.32292,0.0625,310,0.52,Slaves disembarked in Americas
15268,Lyon,London,"Gold Coast, port unspecified",475,371,1682,,,,,,Slaves disembarked in Americas
15269,Unity,London,"West Central Africa and St. Helena, port unspecified",250,232,1682,,,,18,0.07,Slaves disembarked in Americas
15270,Swallow,London,Calabar,160,70,1682,0.55714,0.44286,0.0,90,0.56,Slaves disembarked in Americas
15271,Supply,London,Calabar,253,120,1682,,,,133,0.53,Slaves disembarked in Americas
15272,Champion,London,New Calabar,35,24,1682,,,,,,Slaves disembarked in Americas
15274,Camelion,London,New Calabar,164,104,1683,,,,60,0.37,Slaves disembarked in Americas
20001,Mary,London,Cape Coast Castle,513,484,1680,,,,29,0.06,Slaves disembarked in Americas
20009,Change,London,Madagascar,362,250,1681,,,,,,Slaves disembarked in Americas
20010,Friend's Adventure,London,Madagascar,420,290,1681,,,,,,Slaves disembarked in Americas
20016,Roebucke,London,Madagascar,376,260,1681,,,,,,Slaves disembarked in Americas
20024,Elinor and Elizabeth,London,New Calabar,222,180,1681,,,,42,0.19,Slaves disembarked in Americas
20025,Ellen and Elizabeth,London,New Calabar,231,160,1683,,,,,,Slaves disembarked in Americas
20028,Firebrass,London,Madagascar,347,240,1683,,,,,,Slaves disembarked in Americas
20029,Love and Friendship,London,Madagascar,289,200,1683,,,,,,Slaves disembarked in Americas
20030,Heron,London,Whydah,378,202,1683,,,,176,0.47,Slaves disembarked in Americas
20031,Jonas,London,New Calabar,174,121,1683,,,,,,Slaves disembarked in Americas
20037,Friends,London,Gambia,216,191,1683,,,,,,Slaves disembarked in Americas
20040,Saint George,London,Whydah,579,440,1682,,,,,,Slaves disembarked in Americas
20056,Eaglet,London,Keta,230,133,1683,,,,97,0.42,Slaves disembarked in Americas
20058,Alexander and Elizabeth,London,"West Central Africa and St. Helena, port unspecified",133,124,1683,,,,9,0.07,Slaves disembarked in Americas
20063,Unity,London,Whydah,200,180,1684,,,,20,0.1,Slaves disembarked in Americas
20066,John and Mary,London,Madagascar,146,101,1684,,,,,,Slaves disembarked in Americas
20067,Francis,London,Madagascar,168,116,1684,,,,,,Slaves disembarked in Americas
20072,Providence,London,Madagascar,232,160,1684,,,,,,Slaves disembarked in Americas
20076,John and Mary,London,Madagascar,217,150,1685,,,,,,Slaves disembarked in Americas
20095,Pineapple,London,Calabar,235,163,1687,,,,,,Slaves disembarked in Americas
20096,Margarett,London,Calabar,336,233,1687,,,,,,Slaves disembarked in Americas
20097,Lucitania Merchant,London,Whydah,333,253,1687,,,,,,Slaves disembarked in Americas
20098,Princess Anne,London,Whydah,462,351,1687,,,,,,Slaves disembarked in Americas
20105,Oxford,London,Madagascar,289,200,1683,,,,,,Slaves disembarked in Americas
20108,Arcania Merchant,London,Ardra,508,386,1682,,,,,,Slaves disembarked in Americas
20111,Coaster,London,Gambia,200,191,1683,,,,9,0.04,Slaves disembarked in Americas
20112,Saint George,London,Whydah,550,417,1683,,,,133,0.24,Slaves disembarked in Americas
20124,Swallow,London,"Gold Coast, port unspecified",111,110,1695,0.53704,0.40741,0.05556,1,0.01,Slaves disembarked in Americas
20127,Adventure,London,"Gold Coast, port unspecified",238,186,1696,,,,,,Slaves disembarked in Americas
20128,Crown,London,"Africa., port unspecified",251,201,1696,,,,,,Slaves disembarked in Americas
20139,Carolina,London,"Africa., port unspecified",362,290,1697,,,,,,Slaves disembarked in Americas
20140,Bonadventure,London,"Africa., port unspecified",687,550,1697,,,,,,Slaves disembarked in Americas
20142,Providence,London,"Africa., port unspecified",662,530,1697,,,,,,Slaves disembarked in Americas
20145,Swallow,London,Whydah,146,111,1698,0.54955,0.42342,0.02703,,,Slaves disembarked in Americas
20147,Society,London,"Africa., port unspecified",267,214,1698,,,,,,Slaves disembarked in Americas
20148,New London,London,Sherbro,33,28,1698,,,,,,Slaves disembarked in Americas
20154,Lyon Frigate,London,"Africa., port unspecified",323,288,1698,,,,,,Slaves disembarked in Americas
20158,Robert and Margaret,London,"Africa., port unspecified",250,200,1698,,,,,,Slaves disembarked in Americas
20161,Ann,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",375,260,1699,,,,,,Slaves disembarked in Americas
20163,Hopefull Jacob,London,"Africa., port unspecified",375,300,1699,,,,,,Slaves disembarked in Americas
20168,Amity,London,Sierra Leone estuary,148,131,1699,,,,,,Slaves disembarked in Americas
20169,New Adventure,London,"Africa., port unspecified",243,195,1699,,,,,,Slaves disembarked in Americas
20170,Success,London,"Africa., port unspecified",341,304,1699,,,,,,Slaves disembarked in Americas
20172,Coventry,London,"Africa., port unspecified",247,220,1699,,,,,,Slaves disembarked in Americas
20173,Albion Frigate,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",600,250,1699,,,,350,0.58,Slaves disembarked in Americas
20174,John Bonadventure,London,"Africa., port unspecified",541,433,1699,,,,,,Slaves disembarked in Americas
20175,Don Jasper,London,"Africa., port unspecified",250,200,1699,,,,,,Slaves disembarked in Americas
20177,New Frierby,London,"Africa., port unspecified",134,107,1699,,,,,,Slaves disembarked in Americas
20179,Unity,London,"Africa., port unspecified",182,146,1700,,,,,,Slaves disembarked in Americas
20185,John's Adventure,London,"Africa., port unspecified",152,122,1700,,,,,,Slaves disembarked in Americas
20187,Fortune,London,"Africa., port unspecified",424,340,1700,,,,,,Slaves disembarked in Americas
20188,Samuel and Margaret,London,New Calabar,187,150,1700,,,,,,Slaves disembarked in Americas
20190,William,London,"Africa., port unspecified",312,250,1700,,,,,,Slaves disembarked in Americas
20191,Gold Frigate,London,"Africa., port unspecified",462,370,1700,,,,,,Slaves disembarked in Americas
20193,Amity,London,"Gold Coast, port unspecified",218,170,1700,,,,,,Slaves disembarked in Americas
20203,Lowther Galley,London,"Africa., port unspecified",313,250,1701,,,,,,Slaves disembarked in Americas
20206,Elizabeth Gally,London,"Africa., port unspecified",287,230,1701,,,,,,Slaves disembarked in Americas
20207,Don Carlos,London,Cabinda,417,373,1701,0.69892,0.17204,0.12903,44,0.11,Slaves disembarked in Americas
20208,Judith,London,"Africa., port unspecified",152,135,1701,,,,,,Slaves disembarked in Americas
20209,John's Adventure,London,"Africa., port unspecified",121,107,1701,,,,,,Slaves disembarked in Americas
20210,Dragon,London,"Africa., port unspecified",50,40,1701,,,,,,Slaves disembarked in Americas
20213,Saint Winifred,London,New Calabar,200,196,1701,,,,4,0.02,Slaves disembarked in Americas
20216,Barwick,London,"Africa., port unspecified",102,82,1701,,,,,,Slaves disembarked in Americas
20221,John and Mary,London,"Africa., port unspecified",131,105,1701,,,,,,Slaves disembarked in Americas
20225,Sarah Gally,London,"Africa., port unspecified",237,190,1701,,,,,,Slaves disembarked in Americas
20227,Monmouth Gally,London,"Africa., port unspecified",112,90,1701,,,,,,Slaves disembarked in Americas
20228,Unity,London,"Africa., port unspecified",310,248,1701,,,,,,Slaves disembarked in Americas
20229,Neptune,London,"Africa., port unspecified",286,229,1701,,,,,,Slaves disembarked in Americas
20230,Bridgett and Sarah,London,"Africa., port unspecified",277,222,1701,,,,,,Slaves disembarked in Americas
20231,Benjamin,London,"Africa., port unspecified",312,250,1701,,,,,,Slaves disembarked in Americas
20234,James and Francis,London,"Africa., port unspecified",162,130,1701,,,,,,Slaves disembarked in Americas
20236,Duke of Gloucester,London,"Africa., port unspecified",187,150,1701,,,,,,Slaves disembarked in Americas
20238,Golden Cock,London,"Africa., port unspecified",91,73,1701,,,,,,Slaves disembarked in Americas
20241,Arcania Merchant,London,"Africa., port unspecified",310,248,1701,,,,,,Slaves disembarked in Americas
20254,Amity,London,"Africa., port unspecified",212,170,1701,,,,,,Slaves disembarked in Americas
20263,Happy Return,London,"Africa., port unspecified",179,143,1702,,,,,,Slaves disembarked in Americas
20265,Judith,London,"Africa., port unspecified",175,140,1702,,,,,,Slaves disembarked in Americas
20267,Liverpool,London,"Africa., port unspecified",549,440,1702,,,,,,Slaves disembarked in Americas
20274,William and Mary,London,New Calabar,332,269,1702,,,,,,Slaves disembarked in Americas
20290,Lion and Lamb,London,"Africa., port unspecified",449,360,1702,,,,,,Slaves disembarked in Americas
20293,Lowther Galley,London,"Africa., port unspecified",237,190,1702,,,,,,Slaves disembarked in Americas
20294,Delight,London,"West Central Africa and St. Helena, port unspecified",386,351,1702,,,,,,Slaves disembarked in Americas
20295,Ann,London,"West Central Africa and St. Helena, port unspecified",386,351,1702,,,,,,Slaves disembarked in Americas
20310,John's Adventure,London,"Africa., port unspecified",187,150,1703,,,,,,Slaves disembarked in Americas
20314,Dotten Gally,London,"Gold Coast, port unspecified",273,236,1702,,,,,,"Slaves embarked, transhipped or no further record"
20319,William and Elizabeth,London,Whydah,490,482,1704,,,,8,0.02,Slaves disembarked in Americas
20321,Queen,London,"Africa., port unspecified",293,235,1704,,,,,,Slaves disembarked in Americas
20322,Amiable,London,Whydah,380,290,1704,,,,90,0.24,Slaves disembarked in Americas
20325,Warner,London,"Africa., port unspecified",164,131,1705,,,,,,Slaves disembarked in Americas
20328,Joseph Gally,London,"Africa., port unspecified",237,190,1705,,,,,,Slaves disembarked in Americas
20329,Littleton Gally,London,"Africa., port unspecified",380,304,1705,,,,,,Slaves disembarked in Americas
20330,Ann Gally,London,"Africa., port unspecified",112,90,1705,,,,,,Slaves disembarked in Americas
20332,Mappan,London,"Africa., port unspecified",397,318,1705,,,,,,Slaves disembarked in Americas
20340,Fame,London,Whydah,695,640,1706,,,,55,0.08,Slaves disembarked in Americas
20341,Samuel and Elizabeth,London,Whydah,448,382,1706,,,,,,Slaves disembarked in Americas
20343,Larke Gally,London,"Gold Coast, port unspecified",154,133,1706,,,,,,Slaves disembarked in Americas
20344,Amiable,London,Whydah,394,336,1706,,,,,,Slaves disembarked in Americas
20354,Greyhound,London,Cape Coast Castle,112,106,1708,,,,6,0.05,Slaves disembarked in Americas
20356,Marseille Merchant,London,"Gold Coast, port unspecified",440,380,1708,,,,,,Slaves disembarked in Americas
20375,Quintyne,London,"Africa., port unspecified",187,150,1698,,,,,,Slaves disembarked in Americas
20376,Robert and Margaret,London,"Africa., port unspecified",243,195,1698,,,,,,Slaves disembarked in Americas
20408,Newport Gally,London,"Africa., port unspecified",382,306,1712,,,,,,Slaves disembarked in Americas
20410,Fanteen Gally,London,"Africa., port unspecified",362,290,1712,,,,,,Slaves disembarked in Americas
20413,South Carolina,London,"Africa., port unspecified",119,95,1712,,,,,,Slaves disembarked in Americas
20417,Sarah Gally,London,Whydah,450,440,1712,,,,10,0.02,Slaves disembarked in Americas
20419,Otto Gally,London,Gambia,340,291,1713,,,,,,Slaves disembarked in Americas
20470,Prosperity,London,"Gold Coast, port unspecified",273,236,1716,,,,,,Slaves disembarked in Americas
20551,Martha,London,"Africa., port unspecified",125,100,1709,,,,,,Slaves disembarked in Americas
20552,Adventure,London,Gambia,148,120,1709,,,,28,0.19,Slaves disembarked in Americas
20565,Amey Gally,London,Whydah,340,290,1710,,,,,,Slaves disembarked in Americas
20586,Sarah Gally,London,"Africa., port unspecified",237,190,1711,,,,,,Slaves disembarked in Americas
20598,Sarah Gally,London,"Africa., port unspecified",275,220,1711,,,,,,Slaves disembarked in Americas
20606,Recovery Gally,London,"Africa., port unspecified",298,239,1712,,,,,,Slaves disembarked in Americas
20607,Swallow Gally,London,"Gold Coast, port unspecified",275,238,1712,,,,,,Slaves disembarked in Americas
20608,Dolphin,London,"Africa., port unspecified",287,230,1712,,,,,,Slaves disembarked in Americas
20609,Raper Gally,London,"Africa., port unspecified",350,280,1712,,,,,,Slaves disembarked in Americas
20610,New Providence,London,"Africa., port unspecified",288,231,1712,,,,,,Slaves disembarked in Americas
20611,Falcon,London,"Africa., port unspecified",150,120,1712,,,,,,Slaves disembarked in Americas
20612,Joseph Galley,London,"Africa., port unspecified",375,300,1712,,,,,,Slaves perished with ship
20613,Amey Gally,London,"Africa., port unspecified",562,450,1712,,,,,,Slaves perished with ship
20615,Mermaid,London,"Gold Coast, port unspecified",197,170,1713,,,,,,Slaves disembarked in Americas
20621,Kent Gally,London,"Africa., port unspecified",212,170,1713,,,,,,Slaves disembarked in Americas
20622,Raper Gally,London,"Africa., port unspecified",355,284,1713,,,,,,Slaves disembarked in Americas
20624,Oxford,London,Whydah,491,426,1714,,,,65,0.13,Slaves disembarked in Americas
20629,Dolphin,London,"Gold Coast, port unspecified",298,260,1714,,,,38,0.13,Slaves disembarked in Americas
20632,Sarah Gally,London,"Africa., port unspecified",122,98,1714,,,,,,Slaves disembarked in Americas
20633,Sarah Gally,London,Whydah,190,162,1714,,,,,,Slaves disembarked in Americas
20634,Saint Mark,London,Cape Coast Castle,280,261,1714,0.56786,0.325,0.10714,19,0.07,Slaves disembarked in Americas
20635,Windsor,London,Whydah,201,193,1714,0.88136,0.11864,0.0,8,0.04,Slaves disembarked in Americas
20637,Antelope,London,Whydah,204,174,1714,,,,,,Slaves disembarked in Americas
20639,Davers Gall,London,"Gold Coast, port unspecified",289,250,1714,,,,,,Slaves disembarked in Americas
20640,Sarah Gally,London,Whydah,411,350,1714,,,,,,Slaves disembarked in Americas
20643,Heroine Gally,London,Whydah,426,364,1715,,,,,,Slaves disembarked in Americas
20650,Windsor,London,"Africa., port unspecified",237,190,1719,,,,,,Slaves disembarked in Americas
20675,Crawley,London,"Africa., port unspecified",449,360,1728,,,,,,Slaves disembarked in Americas
20680,Argyle,London,"Africa., port unspecified",510,436,1728,,,,,,Slaves disembarked in Americas
20689,Italian Gally,London,"Africa., port unspecified",624,500,1729,,,,,,Slaves disembarked in Americas
20695,Barbados Merchant,London,"Africa., port unspecified",322,286,1729,,,,,,Slaves disembarked in Americas
20762,Windsor,London,Bonny,351,300,1744,,,,,,Slaves disembarked in Americas
20769,Sherbrow,London,Whydah,107,81,1689,,,,,,Slaves disembarked in Americas
20771,Saint George,London,"West Central Africa and St. Helena, port unspecified",679,589,1688,,,,,,Slaves disembarked in Americas
20772,Expedition,London,Whydah,289,220,1689,,,,,,Slaves disembarked in Americas
20775,John,London,"West Central Africa and St. Helena, port unspecified",277,240,1692,,,,,,Slaves disembarked in Americas
20777,John and Thomas,London,"Africa., port unspecified",400,195,1691,,,,205,0.51,Slaves disembarked in Americas
20781,Laurel,London,Alampo,132,92,1700,0.51064,0.48936,0.0,,,Slaves disembarked in Americas
20782,Barbados Merchant,London,,,,1707,,,,,,No slaves embarked
20783,Raper Gally,London,Anomabu,382,330,1707,,,,,,Slaves disembarked in Americas
20784,Raper Gally,London,"Africa., port unspecified",424,340,1709,,,,,,Slaves disembarked in Americas
20785,Martin Gally,London,"Gold Coast, port unspecified",292,252,1708,,,,,,Slaves disembarked in Americas
20786,Martin Gally,London,"Gold Coast, port unspecified",306,264,1708,,,,,,Slaves disembarked in Americas
20788,Joseph Gally,London,Whydah,352,351,1708,,,,1,0.0,Slaves disembarked in Americas
20789,Annie Gally,London,"Africa., port unspecified",694,556,1708,,,,,,Slaves disembarked in Americas
20790,Sidney,London,Anomabu,404,349,1708,,,,,,Slaves disembarked in Americas
20791,Samuel and Elizabeth,London,,,,1707,,,,,,No slaves embarked
20793,Dolphin Gally,London,Calabar,382,290,1707,,,,,,Slaves disembarked in Americas
20794,Mary,London,"Africa., port unspecified",577,440,1708,,,,,,Slaves disembarked in Americas
20797,Greswold Gally,London,"Gold Coast, port unspecified",264,228,1708,,,,,,Slaves disembarked in Americas
20798,Charles,London,Whydah,480,350,1708,,,,130,0.27,Slaves disembarked in Americas
20799,Sarah,London,Whydah,480,400,1708,,,,80,0.17,Slaves disembarked in Americas
20800,Neptune,London,,,,1707,,,,,,No slaves embarked
20801,Wishart Gally,London,"Gold Coast, port unspecified",317,274,1708,,,,,,Slaves disembarked in Americas
20802,Fanteen Gally,London,"Gold Coast, port unspecified",382,330,1708,,,,,,Slaves disembarked in Americas
20803,Antelope,London,"Africa., port unspecified",221,177,1708,,,,,,Slaves disembarked in Americas
20804,William,London,"Gold Coast, port unspecified",158,140,1707,,,,,,Slaves disembarked in Americas
20805, ,London,"Africa., port unspecified",147,130,1708,,,,,,Slaves disembarked in Americas
20806,Young Margaret,London,Gambia,299,265,1707,,,,,,Slaves disembarked in Americas
20807,Mary,London,"Gold Coast, port unspecified",317,274,1708,,,,,,Slaves disembarked in Americas
20808,Delight Gally,London,"Africa., port unspecified",142,114,1708,,,,,,Slaves disembarked in Americas
20809,Prosperous,London,Gambia,124,110,1708,,,,,,Slaves disembarked in Americas
20810,Deering,London,"Africa., port unspecified",362,290,1708,,,,,,Slaves disembarked in Americas
20811,John and Constance,London,"Africa., port unspecified",371,297,1708,,,,,,Slaves disembarked in Americas
20812,Camwood Merchant,London,Sherbro,83,75,1708,0.45455,0.5,0.04545,8,0.1,Slaves disembarked in Americas
20815,Elizabeth and Hannah,London,"West Central Africa and St. Helena, port unspecified",242,220,1709,,,,,,Slaves disembarked in Americas
20816,John and Thomas,London,"Africa., port unspecified",549,440,1709,,,,,,Slaves disembarked in Americas
20818,Alexander,London,"Africa., port unspecified",312,250,1708,,,,,,Slaves disembarked in Americas
20819,Industry,London,"Africa., port unspecified",187,150,1708,,,,,,Slaves disembarked in Americas
20820,Prince of Mindelheim,London,"Gold Coast, port unspecified",315,240,1709,,,,,,Slaves disembarked in Americas
20821,Bridgewater,London,Gambia,213,200,1709,,,,13,0.06,Slaves disembarked in Americas
20822,Deering,London,,,,1707,,,,,,No slaves embarked
20826,John Gally,London,,,,1707,,,,,,No slaves embarked
20834,Three Brothers,London,Gambia,400,305,1695,,,,,,Slaves disembarked in Americas
20848,Sarah,London,"Gold Coast, port unspecified",231,200,1712,,,,,,Slaves disembarked in Americas
20853,London Gally,London,Gambia,392,348,1713,,,,,,Slaves disembarked in Americas
20855,Macklesfield Gally,London,Whydah,622,530,1713,,,,,,Slaves disembarked in Americas
20856,Fanteen Gally,London,Whydah,333,270,1713,,,,63,0.19,Slaves disembarked in Americas
20857,Pindar Gally,London,Cape Coast Castle,339,293,1713,,,,,,Slaves disembarked in Americas
20858,Newport Gally,London,"Africa., port unspecified",262,210,1713,,,,,,Slaves disembarked in Americas
20881,Royal Africa,London,"Gold Coast, port unspecified",289,250,1713,,,,,,Slaves disembarked in Americas
20882,Catherine,London,Whydah,150,124,1713,0.42,0.48,0.1,26,0.17,Slaves disembarked in Americas
20886,London Gally,London,"Gold Coast, port unspecified",284,245,1706,,,,,,Slaves disembarked in Americas
20888,Indigo Merchant,London,"Gold Coast, port unspecified",176,152,1706,,,,,,Slaves disembarked in Americas
20889,Mappan,London,,,,1706,,,,,,No slaves embarked
20890,Greswold,London,"Africa., port unspecified",250,200,1706,,,,,,Slaves disembarked in Americas
20891,Sidney Gally,London,"Gold Coast, port unspecified",301,260,1706,,,,,,Slaves disembarked in Americas
20892,John Bonadventure,London,Whydah,561,480,1707,,,,,,Slaves disembarked in Americas
20893,Valentine and Elizabeth,London,"Gold Coast, port unspecified",236,204,1707,,,,,,Slaves disembarked in Americas
20894,Roberts Bonadventure,London,"Gold Coast, port unspecified",317,274,1707,,,,,,Slaves disembarked in Americas
20895,Adventure,London,"Africa., port unspecified",94,92,1707,,,,2,0.02,Slaves disembarked in Americas
20898,Portmorant Merchant,London,Calabar,251,174,1674,,,,,,"Slaves embarked, transhipped or no further record"
20899,Industry,London,Cape Coast Castle,408,319,1675,0.58974,0.39423,0.01603,,,Slaves disembarked in Americas
20902,Sherbrow Frigate,London,Gambia,179,158,1697,,,,,,"Slaves embarked, transhipped or no further record"
20906,Lamb Frigate,London,"Africa., port unspecified",330,264,1674,,,,,,No information on slaves
20907,Dover Dogger,London,"Gold Coast, port unspecified",316,247,1674,,,,,,"Slaves embarked, transhipped or no further record"
20908,Providence,London,Gambia,179,158,1674,,,,,,"Slaves embarked, transhipped or no further record"
20910,Elizabeth,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",251,174,1675,,,,,,"Slaves embarked, transhipped or no further record"
20912,Lamb,London,Cape Coast Castle,316,247,1675,,,,,,"Slaves embarked, transhipped or no further record"
20914,Merchant's Delight,London,"Gold Coast, port unspecified",316,247,1676,,,,,,"Slaves embarked, transhipped or no further record"
20915,Recovery,London,Calabar,256,178,1676,0.49438,0.44944,0.05618,,,Slaves disembarked in Americas
20916,Edward and Hannah,London,,,,1707,,,,,,No slaves embarked
20924,Hawk Gally,London,Cape Coast Castle,220,190,1711,,,,,,Slaves disembarked in Americas
20925,Abraham and Isaac,London,"Gold Coast, port unspecified",244,209,1713,,,,,,Slaves disembarked in Americas
20930,Charles,London,Whydah,532,460,1706,,,,,,Slaves disembarked in Americas
20931,Sarah,London,Whydah,507,432,1706,,,,,,Slaves disembarked in Americas
20932,Tiger,London,"Gold Coast, port unspecified",301,260,1706,,,,,,Slaves disembarked in Americas
20934,Littleton Gally,London,"West Central Africa and St. Helena, port unspecified",396,360,1706,,,,,,Slaves disembarked in Americas
20936,Joseph,London,"Africa., port unspecified",350,280,1706,,,,,,Slaves disembarked in Americas
20937,Two Brothers,London,"Gold Coast, port unspecified",163,141,1706,,,,,,Slaves disembarked in Americas
20941,Alexander,London,Calabar,184,140,1706,,,,,,Slaves disembarked in Americas
20942,Raper Gally,London,Sherbro,333,300,1707,,,,,,Slaves disembarked in Americas
20943,Dorsett,London,"Gold Coast, port unspecified",180,160,1707,,,,,,Slaves disembarked in Americas
20945,Dunston Gally,London,"West Central Africa and St. Helena, port unspecified",196,178,1707,,,,,,Slaves disembarked in Americas
20946,Annamaboe,London,"Gold Coast, port unspecified",220,190,1707,,,,,,Slaves disembarked in Americas
20948,Anne Gally,London,Calabar,275,209,1707,,,,,,Slaves disembarked in Americas
20949,Amy Gally,London,"West Central Africa and St. Helena, port unspecified",604,550,1708,,,,,,Slaves disembarked in Americas
20975,Two Friends,London,Sierra Leone estuary,118,116,1683,,,,2,0.02,Slaves disembarked in Americas
20994,Thomas and William,London,Whydah,362,275,1683,,,,,,Slaves disembarked in Americas
21015,Charlton,London,Whydah,100,,1685,,,,,,"Slaves embarked, transhipped or no further record"
21018,Olive Tree,London,Gambia,184,163,1706,,,,,,Slaves disembarked in Americas
21019,Sherbrow,London,Gambia,200,175,1687,,,,25,0.13,Slaves disembarked in Americas
21020,Blackamore,London,Calabar,217,195,1662,,,,22,0.1,Slaves disembarked in Americas
21021,American,London,Calabar,251,174,1663,,,,,,"Slaves embarked, transhipped or no further record"
21023, ,London,Whydah,404,307,1690,,,,,,"Slaves embarked, transhipped or no further record"
21024,Two Friends,London,Gambia,190,,1685,,,,,,Slaves perished with ship
21025,John and Sarah,London,Gambia,179,158,1686,,,,,,"Slaves embarked, transhipped or no further record"
21026,Lady Mary,London,Gambia,150,97,1686,,,,53,0.35,Slaves disembarked in Americas
21028,Speedwell,London,Gambia,250,221,1687,,,,,,Slaves disembarked in Americas
21063,Concord,London,Calabar,374,200,1693,,,,174,0.47,Slaves disembarked in Americas
21077,Sloop To Oxford,London,"West Central Africa and St. Helena, port unspecified",35,30,1686,,,,,,Slaves disembarked in Americas
21086,Caesar,London,"West Central Africa and St. Helena, port unspecified",461,400,1692,,,,,,Slaves disembarked in Americas
21091,William,London,Whydah,700,700,1695,,,,0,0.0,Slaves disembarked in Americas
21133,North Sound Frigt,London,"Gold Coast, port unspecified",301,260,1703,,,,,,Slaves disembarked in Americas
21134,Postillion,London,"Gold Coast, port unspecified",162,140,1703,,,,,,Slaves disembarked in Americas
21135,Shrewsbury Gall,London,Cape Coast Castle,352,311,1703,,,,,,Slaves disembarked in Americas
21136,Africa,London,Cape Coast Castle,316,241,1703,,,,,,Slaves disembarked in Americas
21139,Urban Frigott,London,Gambia,161,161,1703,0.8323,0.09317,0.07453,0,0.0,Slaves disembarked in Americas
21141,Samuel and Margaret,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",250,190,1703,,,,,,Slaves disembarked in Americas
21144,Betty Frigate,London,Whydah,657,560,1704,,,,,,Slaves disembarked in Americas
21148,Thomas Frigott,London,"Gold Coast, port unspecified",300,288,1704,,,,12,0.04,Slaves disembarked in Americas
21149,Expedition,London,"Gold Coast, port unspecified",126,109,1704,,,,,,Slaves disembarked in Americas
21155,Adventure,London,"Gold Coast, port unspecified",200,162,1704,,,,38,0.19,Slaves disembarked in Americas
21158,Charles,London,Whydah,450,370,1704,,,,80,0.18,Slaves disembarked in Americas
21161,Tiger,London,"Gold Coast, port unspecified",267,231,1704,,,,,,Slaves disembarked in Americas
21162,Mayflower,London,Whydah,305,275,1704,,,,30,0.1,Slaves disembarked in Americas
21163,Way Gally,London,"Gold Coast, port unspecified",300,256,1704,,,,44,0.15,Slaves disembarked in Americas
21165,Dolphin,London,Calabar,264,200,1704,,,,,,Slaves disembarked in Americas
21166,Mermaid,London,New Calabar,303,230,1704,,,,,,Slaves disembarked in Americas
21167,Ann Gally,London,New Calabar,100,81,1704,,,,19,0.19,Slaves disembarked in Americas
21168,William,London,"Gold Coast, port unspecified",124,110,1704,,,,,,Slaves disembarked in Americas
21172,Amity,London,"Gold Coast, port unspecified",203,175,1705,,,,,,Slaves disembarked in Americas
21174,Dorothy,London,Cape Coast Castle,140,80,1705,,,,60,0.43,Slaves disembarked in Americas
21176,London Gally,London,"Africa., port unspecified",300,240,1705,,,,,,Slaves disembarked in Americas
21177,John Bonadventure,London,"Africa., port unspecified",524,420,1705,,,,,,Slaves disembarked in Americas
21178,Constant Abigail,London,"Africa., port unspecified",185,148,1705,,,,,,Slaves disembarked in Americas
21179,Phoenix,London,Gambia,80,53,1705,,,,27,0.34,Slaves disembarked in Americas
21180,Marlborough,London,Gambia,241,214,1705,,,,,,Slaves disembarked in Americas
21182,Mairmaid,London,Calabar,290,220,1705,,,,,,Slaves disembarked in Americas
21183,Dolphin,London,Calabar,237,180,1705,,,,,,Slaves disembarked in Americas
21184,Angola,London,,,,1706,,,,,,No slaves embarked
